corpusId,title,year,citations,venue,tier,artifact_name,artifact_kind,source_space,task_shape,modality,n_steps,headline_result,availability,step_dependency,decomposition_known_upfront,answer_multiplicity,coverage_determinability,step_dependency__depth,decomposition_known_upfront__depth,answer_multiplicity__depth,coverage_determinability__depth,search_tools,search_tools_kind,search_tools_named,search_access,search_tools_depth,task_summary,task_phrase,task_summary_depth,link
281950500,Understanding DeepResearch via Reports,2025,6,arXiv.org,in,DeepResearch-ReportEval,benchmark,mixed,synthesised-report,text-web,,evaluation of four leading commercial systems reveals distinct design philosophies and performance trade-offs; no single numeric headline score is given in the abstract,https://github.com/HKUDS/DeepResearch-Eval,adaptive,fully-emergent,open-ended,estimable,fulltext,fulltext,abstract,abstract,[],not-listed,,not-stated,fulltext,"Given a research query, investigate and synthesize sources into a written report, later graded for quality, redundancy, and factual accuracy.","DeepResearch systems must synthesize diverse sources, generate insights, and present coherent findings",fulltext,https://api.semanticscholar.org/CorpusId:281950500
284717956,DeepResearchEval: An Automated Framework for Deep Research Task Construction and Agentic Evaluation,2026,12,arXiv.org,in,DeepResearchEval,benchmark,mixed,synthesised-report,text-web,,,,adaptive,partially-emergent,open-ended,hard,fulltext,fulltext,abstract,fulltext,[],not-listed,,not-stated,fulltext,"Given a persona-specific research question, browse the web and produce a comprehensive, citation-grounded report, checked for coverage, quality, and factual accuracy.","They autonomously conduct investigative processes that involve iterative web browsing, targeted information retrieval, cross-source verification, and multi-perspective synthesis",fulltext,https://api.semanticscholar.org/CorpusId:284717956
280918887,DeepScholar-Bench: A Live Benchmark and Automated Evaluation for Generative Research Synthesis,2025,32,arXiv.org,in,DeepScholar-Bench,benchmark,scientific-literature,synthesised-report,text-web,,no evaluated system (including OpenAI's DeepResearch and DeepScholar-ref) surpasses a geometric mean of 31% across all metrics; no single system is named as best.,https://github.com/guestrin-lab/deepscholar-bench,adaptive,partially-emergent,open-ended,estimable,fulltext,abstract,abstract,abstract,"['domain-api', 'web-search-api']",listed,ArXiv API (main results); ablation retrievers parallel.ai and tavily.com; DeepScholar-ref pipeline additionally uses LOTUS semantic operators for filtering/ranking,single-site,fulltext,"Given a paper's topic description, retrieve relevant prior papers and write a cited related-work section synthesizing them.",given a paper’s description,fulltext,https://api.semanticscholar.org/CorpusId:280918887
283897826,DeepSearchQA: Bridging the Comprehensiveness Gap for Deep Research Agents,2026,40,arXiv.org,in,DeepSearchQA,benchmark,open-web,set-of-entities,text-web,,Not named in abstract; only qualitative claim that even the most advanced models struggle to balance high recall with precision.,,fixed-chain,partially-emergent,set-valued,hard,abstract,abstract,abstract,abstract,[],not-listed,"evaluated systems include o3 Deep Research, o4 Mini Deep Research, GPT-5 Pro, and Gemini Deep Research Agent, each with its own proprietary tooling, but no benchmark-defined tool list is given",open-web,fulltext,"Given a multi-step research question, search repeatedly to compile a complete, deduplicated list of every correct answer, not just one.","features a dataset of challenging, hand-crafted tasks designed to evaluate an agent’s ability to execute complex search plans to generate exhaustive answer lists",fulltext,https://api.semanticscholar.org/CorpusId:283897826
279118560,DeepShop: A Benchmark for Deep Research Shopping Agents,2025,42,arXiv.org,relevant,DeepShop,benchmark,simulated-web,structured-record,text-web,,"RAG struggles with complex queries due to lack of web interaction; other methods face significant challenges with filters/sorting, leading to low overall success rates (no single named model/number given as headline in the abstract).",,adaptive,enumerable-at-start,set-valued,knowable,abstract,abstract,abstract,abstract,"['web-search-api', 'web-browser', 'multimodal-viewer']",listed,"Google Search via the Serper API (Simple RAG baseline); Playwright-driven browser agents Agent-E, SeeAct, Browser Use, and Selenium-driven WebVoyager navigating live shopping websites with HTML/DOM parsing and screenshots; OpenAI Deep Research and Gemini Deep Research systems",open-web,fulltext,"Given a shopping request with attribute, filter, and sorting constraints, navigate real shopping websites to find and recommend a matching product.","we introduce DeepShop, a benchmark designed to evaluate web agents in complex and realistic online shopping environments",fulltext,https://api.semanticscholar.org/CorpusId:279118560
284935723,DeepSurvey-Bench: Evaluating Academic Value of Automatically Generated Scientific Survey,2026,2,arXiv.org,in,DeepSurvey-Bench,benchmark,scientific-literature,synthesised-report,text-web,,,,fixed-chain,partially-emergent,open-ended,hard,fulltext,fulltext,abstract,fulltext,[],not-listed,,not-stated,fulltext,"Given a research topic, retrieve relevant literature and write a well-structured survey with an outline and synthesized citations.","Automated scientific survey generation ( Wang et al. 2024 ; Wen et al. 2025 ; Chen et al. 2025 ; Go et al. 2026 ) aims to generate comprehensive surveys for specific research topics by emulating the human survey writing process, which involves literature retrieval, outline construction, and knowledge synthesis.",fulltext,https://api.semanticscholar.org/CorpusId:284935723
281194921,DeepTRACE: Auditing Deep Research AI Systems for Tracking Reliability Across Citations and Evidence,2025,12,arXiv.org,in,DeepTRACE,benchmark,open-web,audit-of-evidence-use,text-web,,"citation accuracy ranges 40-80% across evaluated systems (GPT-4.5/5, You.com, Perplexity, Copilot/Bing, Gemini); deep-research configurations reduce overconfidence but remain one-sided on debate queries with large fractions of unsupported statements",,not-determinable,not-determinable,multiple-defensible,hard,fulltext,fulltext,abstract,abstract,"['web-search-api', 'web-browser']",partially-listed,"audited systems: GPT-4.5/5, You.com, Perplexity.ai, BingChat/Copilot, Gemini Deep Research (proprietary internal retrieval, not disclosed); DeepTRACE's own extraction uses browser scripts and Jina.ai Reader",open-web,fulltext,"Given a query, often a debated topic, search the web and produce a cited synthesized answer, later audited for balance, factual support, and citation accuracy.","autonomously conduct in-depth research on complex topics by exploring the web, synthesizing information, and generating comprehensive reports with citations",fulltext,https://api.semanticscholar.org/CorpusId:281194921
288653258,DeepWeb-Bench: A Deep Research Benchmark Demanding Massive Cross-Source Evidence and Long-Horizon Derivation,2026,0,arXiv.org,in,DeepWeb-Bench,benchmark,open-web,synthesised-report,text-web,,,,mixed,enumerable-at-start,single-verifiable,hard,abstract,fulltext,abstract,abstract,"['web-search-api', 'web-browser', 'file-reader']",listed,"Three benchmark-provided tools: web_search (returns up to 10 title/URL/snippet results), page_visit (fetches and renders a URL to main text), and pdf_fetch (downloads a PDF and extracts its text layer); exposed via MCP tool calls in Claude Code CLI or the Codex CLI tool contract; native search/browsing in both host CLIs is disabled",open-web,fulltext,"Given a subject domain and a matrix of entities and dimensions, search and browse the web to derive quantitative conclusions from multiple reconciled sources.","Each task asks an agent to produce, for a single subject domain, a broad set of quantitative analytical conclusions; most conclusions require evidence drawn from multiple authoritative documents and composed through multi-step derivation rather than retrieved from a single page",fulltext,https://api.semanticscholar.org/CorpusId:288653258
282304379,DeepWideSearch: Benchmarking Depth and Width in Agentic Information Seeking,2025,21,arXiv.org,in,DeepWideSearch,benchmark,curated-corpus,mixed-battery,text-web,,state-of-the-art agents achieve only 2.39% average success rate (no specific model named in abstract),,mixed,partially-emergent,single-verifiable,hard,abstract,fulltext,abstract,fulltext,"['web-search-api', 'web-browser']",listed,"Google Search API and a Webpage Visit tool, used identically across all evaluated agent systems",open-web,fulltext,"Given a query needing many entities, find each one via multi-hop reasoning and compile results into a structured table.","agents must process a large volume of data, each requiring deep reasoning over multi-hop retrieval paths",fulltext,https://api.semanticscholar.org/CorpusId:282304379
290622948,Delegation Intelligence in Deep Search: A Controllable Framework for Disentangled Capability Diagnosis,2026,0,arXiv.org,relevant,DelegSearchBench,benchmark,mixed,audit-of-evidence-use,text-web,,not stated as a single numeric result in the abstract; the key finding is qualitative -- deep-search competence cannot be adequately characterized by final-answer accuracy alone,,mixed,partially-emergent,single-verifiable,hard,abstract,abstract,abstract,abstract,['local-retriever'],listed,"a single search(query) tool that retrieves top-k documents from a per-item closed document pool (golden/distractor/irrelevant documents), not an open-world web search; Setting I disables search entirely and provides the full document pool directly",fixed-corpus,fulltext,"Given a query with partial or noisy documents, decide whether to search for missing evidence and synthesize trustworthy sources into a correct answer.","Search Decision-Making (recognizing information insufficiency and deciding whether, when, and how to search) and Information Synthesis Verification (aggregating evidence from multiple sources, judging source reliability, and synthesizing information under noisy, potentially adversarial conditions)",fulltext,https://api.semanticscholar.org/CorpusId:290622948
289669384,When Search Agents Should Ask: DiscoBench for Clarification-Aware Deep Search,2026,0,arXiv.org,in,DiscoBench,benchmark,open-web,dialogue-interaction,text-web,,,,adaptive,partially-emergent,single-verifiable,estimable,abstract,abstract,fulltext,abstract,['web-search-api'],listed,Tavily (hosted web-search API),open-web,fulltext,"Given an ambiguous or underspecified query, detect the ambiguity, ask clarifying questions, and search to reach the correct answer.","evaluate whether search agents can proactively identify ambiguity, ask effective clarification questions, and recover correct reasoning paths through user interaction",fulltext,https://api.semanticscholar.org/CorpusId:289669384
281725033,"Dr. Bench: A Multidimensional Evaluation for Deep Research Agents, from Answers to Reports",2025,4,,in,Dr. Bench,benchmark,open-web,synthesised-report,text-web,,"Mainstream Deep Research Agents outperform web-search-tool-augmented reasoning models, but 'considerable scope for further improvement' remains; no specific model name or numeric score is given in the abstract.",,mixed,partially-emergent,open-ended,estimable,abstract,fulltext,abstract,abstract,[],not-listed,,not-stated,fulltext,"Given an open-ended research query, produce a long, well-structured report; the report is scored for quality, focus and source trustworthiness.",a multidimensional evaluation framework tailored to DRAs and long-form report-style responses,fulltext,https://api.semanticscholar.org/CorpusId:281725033
291602012,ARISE-RL: Agentic Rubric-Grounded Iterative Self-Evolution with Reinforcement Learning,2026,0,,relevant,ECR-Bench,benchmark,tool-APIs-as-sources,rubric-graded-task,text-web,,"Not stated as a single number; qualitative claim that ARISE-RL 'consistently achieves robust and stable overall state-of-the-art performance across all evaluated benchmarks,' with no specific model/score named.",,mixed,fully-emergent,open-ended,hard,abstract,abstract,abstract,abstract,"['web-search-api', 'domain-api']",listed,"ECR-DeepResearch: single web-search-based deep research tool; ECR-Travel: POI search, nearby search, navigation, web search, flight search, train-ticket search, and weather lookup",mixed,fulltext,"Given an open-ended research or trip-planning request, use search or planning tools across many steps to produce a rubric-satisfying response.","we present ECR-Bench, an expert-calibrated rubric benchmark suite covering single-tool deep research and multi-tool travel planning",fulltext,https://api.semanticscholar.org/CorpusId:291602012
291328748,EarthVerse: Benchmarking Scientific Agents Across Dynamic Earth Systems and Natural Hazards,2026,0,,in,EarthVerse,benchmark,mixed,structured-record,multimodal-mixed,,"Best mean answer-unit accuracy is 84.65%, while the highest Strict@95 is only 34.81% (specific model/system not named in the abstract).",,fixed-chain,enumerable-at-start,set-valued,knowable,abstract,abstract,abstract,abstract,"['file-reader', 'local-retriever', 'structured-query', 'code-execution', 'domain-api']",listed,"six general operations (discover files, read a source, search local text, inspect structured data, execute scoped Python, finalize answer) plus a registry of 170 reusable domain-specific operations (time series, vector/exposure analysis, raster/Earth observation, meteorology/climate, fire/geophysics, infrastructure)",fixed-corpus,fulltext,"Given a natural-hazard event's mixed data files, select compatible evidence, run transparent calculations, reconcile source disagreements, and produce a traceable answer.","choose compatible evidence, execute transparent calculations, reconcile source differences, and preserve provenance in the final answer",fulltext,https://api.semanticscholar.org/CorpusId:291328748
282246359,Proactive Reasoning-with-Retrieval Framework for Medical Multimodal Large Language Models,2025,1,arXiv.org,relevant,EchoCardiography Benchmark (ECBench),benchmark,structured-database,single-fact-answer,multimodal-image,,Med-RwR demonstrates an 8.8% performance gain on the proposed EchoCardiography Benchmark (ECBench) despite scarce echocardiography training data; specific accuracy numbers and baseline model names not given in the abstract; no explicit human baseline stated.,https://github.com/xmed-lab/Med-RwR,adaptive,not-determinable,single-verifiable,not-determinable,abstract,abstract,abstract,abstract,"['local-retriever', 'multimodal-viewer']",listed,text retrieval via Med-CPT (PubMed knowledge base) or BGE-M3 (other KBs) over a fixed medical text corpus; image-similarity retrieval of multimodal cases via BioMedCLIP over a fixed image-caption corpus (PubMedVision / ECED echocardiography database),fixed-corpus,fulltext,"Given a medical image and question, reason about it, and when unsure, retrieve relevant text or similar cases before answering.","during the rollout process, the model first observes the image and analyzes the textual information through a reasoning process. When the model determines that its internal knowledge may be insufficient for an accurate response, it generates a query to retrieve relevant information from an external medical knowledge database.",fulltext,https://api.semanticscholar.org/CorpusId:282246359
283711860,EcomBench: Towards Holistic Evaluation of Foundation Agents in E-commerce,2025,7,arXiv.org,in,EcomBench,benchmark,mixed,action-completion,text-web,,,,adaptive,partially-emergent,single-verifiable,not-determinable,fulltext,fulltext,fulltext,fulltext,"['web-search-api', 'web-browser', 'domain-api', 'agent-choice']",partially-listed,"atomic tools (web search, browsing) and specialized e-commerce tools (product price retrieval, trend analysis) used to construct difficulty tiers; evaluated systems are commercial agent products (Doubao DeepResearch, Manus Agent, Gemini DeepResearch, SuperGrok Expert, etc.) whose internal tools are undisclosed",open-web,fulltext,"Given a real e-commerce customer question, gather domain information with tools and produce an accurate, verifiable answer.",composite question-answering tasks that reflect authentic users’ daily issues in e-commerce,fulltext,https://api.semanticscholar.org/CorpusId:283711860
279261076,EconWebArena: Benchmarking Autonomous Agents on Economic Tasks in Realistic Web Environments,2025,7,IEEE Games Entertainment Media Conference,in,EconWebArena,benchmark,open-web,single-fact-answer,multimodal-mixed,,,,adaptive,partially-emergent,single-verifiable,knowable,abstract,fulltext,abstract,fulltext,"['web-browser', 'multimodal-viewer']",listed,BrowserGym (accessibility tree + screenshots + coordinate/element-level browser actions),mixed,fulltext,"Given an economic data question, browse a specified authoritative website's live pages and extract precise, current figures.","navigate live websites, interpret structured and visual content, interact with real interfaces, and extract precise, time-sensitive data through multi-step workflows",fulltext,https://api.semanticscholar.org/CorpusId:279261076
279402443,Ego-R1: Chain-of-Tool-Thought for Ultra-Long Egocentric Video Reasoning,2025,65,arXiv.org,relevant,Ego-R1 Bench,benchmark,curated-corpus,single-fact-answer,multimodal-video,,,,adaptive,fully-emergent,single-verifiable,hard,abstract,abstract,abstract,abstract,"['local-retriever', 'multimodal-viewer']",listed,"h-rag (hierarchical RAG for text-based long-range temporal retrieval over an egocentric-video-derived knowledge base), video-llm (short-range video segment understanding), vlm (single-frame image understanding)",fixed-corpus,fulltext,"Given a week of first-person video and a question asked at a specific moment, use text and visual tools to find the answer.","we provide egocentric video spanning several days alongside questions posed at a specific query time. The system analyzes all preceding video content to generate accurate responses, simulating human temporal reasoning in real-life scenarios.",fulltext,https://api.semanticscholar.org/CorpusId:279402443
286774003,Ego2Web: A Web Agent Benchmark Grounded in Egocentric Videos,2026,2,arXiv.org,relevant,Ego2Web,benchmark,mixed,structured-record,multimodal-video,,"SoTA agents show weak performance on Ego2Web, with substantial headroom across all task categories; no single named model or numeric accuracy figure is given in the abstract.",,fixed-chain,partially-emergent,single-verifiable,not-determinable,abstract,abstract,abstract,abstract,"['web-browser', 'multimodal-viewer']",listed,"web agents operating on live real-world websites (SeeAct, Browser-Use, Claude Computer-Use, GPT-5.4), plus egocentric-video visual perception (captioning tools such as Qwen3-VL) to ground the task",open-web,fulltext,"Given a first-person video and instruction, identify the relevant visual cue, then browse the live web to complete the related task.","web tasks that require visual understanding, web task planning, and interaction in an online environment for successful completion",fulltext,https://api.semanticscholar.org/CorpusId:286774003
289621469,EnterpriseClawBench: Benchmarking Agents from Real Workplace Sessions,2026,1,arXiv.org,relevant,EnterpriseClawBench,benchmark,enterprise-documents,structured-record,multimodal-mixed,,The best configuration (Codex with GPT-5.5) reaches only 0.663 on EnterpriseClawBench; no human-performance baseline is given for a gap comparison.,,adaptive,partially-emergent,open-ended,hard,abstract,abstract,abstract,abstract,"['file-reader', 'code-execution', 'agent-choice']",partially-listed,"each evaluated harness (Claude Code, Codex, DeepAgents, Hermes, OpenClaw) brings its own tool-using scaffolding; agents read files mounted in an input directory, execute environment probing/scripts, and write deliverables to a persistent Linux workspace output directory",mixed,fulltext,"Given a real workplace chat request with uploaded files, use tools to recover context and produce the correct deliverable file.","the agent must recover the right inputs, preserve workspace state, and produce usable files under practical cost and latency constraints, requirements that separate enterprise-agent evaluation from knowledge QA and isolated tool use.",fulltext,https://api.semanticscholar.org/CorpusId:289621469
288013966,EnterpriseRAG-Bench: A RAG Benchmark for Company Internal Knowledge,2026,6,arXiv.org,in,EnterpriseRAG-Bench,benchmark,enterprise-documents,single-fact-answer,text-web,,,https://github.com/onyx-dot-app/EnterpriseRAG-Bench,mixed,partially-emergent,single-verifiable,hard,abstract,abstract,abstract,abstract,"['local-retriever', 'code-execution']",listed,"BM25 keyword search (OpenSearch), vector search (OpenAI text-embedding-3-large embeddings, cosine similarity over Qdrant), and a Bash Agent using shell tools (grep, find, head) for agentic keyword search",fixed-corpus,fulltext,"Given a question about a company's internal documents, retrieve the right ones amid noise and answer, or say information is missing.","The question set ranges from simple single-document lookups to multi-document reasoning, constrained retrieval, conflict resolution, and recognizing when information is absent.",fulltext,https://api.semanticscholar.org/CorpusId:288013966
287208624,EpiBench: Benchmarking Multi-turn Research Workflows for Multimodal Agents,2026,2,arXiv.org,in,EpiBench,benchmark,scientific-literature,structured-record,multimodal-mixed,,Even the leading model achieves only 29.23% accuracy on the hard split (model not named in the abstract).,,fixed-chain,fully-emergent,single-verifiable,hard,abstract,fulltext,abstract,fulltext,"['web-search-api', 'file-reader', 'local-retriever', 'multimodal-viewer']",listed,"Web Search (Google and DuckDuckGo backends), PDF Extractor (downloads and parses papers), PDF Extractor RAG (retrieval over cached paper markdown), Content Extractor (extracts specified figures/tables)",mixed,fulltext,"Given a multi-turn question chain about research papers, find papers, extract figures or tables, and fuse evidence across papers into an answer.","the agent uses tools to search for relevant papers, open PDFs, and locate and extract target figures or tables",fulltext,https://api.semanticscholar.org/CorpusId:287208624
289187185,EvoBrowseComp: Benchmarking Search Agents on Evolving Knowledge,2026,2,arXiv.org,in,EvoBrowseComp,benchmark,open-web,single-fact-answer,text-web,,,,mixed,fully-emergent,single-verifiable,hard,fulltext,fulltext,abstract,fulltext,"['web-search-api', 'web-browser']",listed,"Search (uses the Google search engine to retrieve information) and Visit (extracts targeted information from a specific web page); tool definitions and implementation derived from prior work (Team et al., 2025)",open-web,fulltext,"Given a fresh, multi-hop question, search and browse the live web to gather evidence and answer without relying on memorized facts.","These agents exercise web browsing ability —persistently navigating the open web, executing multi-hop questions, and gathering fragmented evidence across different sources",fulltext,https://api.semanticscholar.org/CorpusId:289187185
288653469,"Evaluating Deep Research Agents on Expert Consulting Work: A Benchmark with Verifiers, Rubrics, and Cognitive Traps",2026,1,arXiv.org,in,Expert Consulting Deep-Research Benchmark (no proper name given in abstract),benchmark,mixed,synthesised-report,not-determinable,,"o3-deep-research leads on VRS (61.4 vs Gemini 3.1 Pro 52.6, Claude Opus 4.6 38.5); acceptance under a joint threshold is uniformly low (o3 15.7%, Claude 12.9%, Gemini 12.9%).","stated as publicly released (benchmark, evaluation code, full prompt corpus) but no URL given in abstract",mixed,partially-emergent,open-ended,estimable,fulltext,fulltext,abstract,abstract,"['file-reader', 'web-search-api', 'code-execution']",listed,"Claude Opus 4.6 with web search, OpenAI o3-deep-research, Google Gemini 3.1 Pro deep-research -- each agent's own built-in web search and code-execution/file-generation tools, given 2-4 proprietary input files per task (CSV, XLSX, PDF, DOCX)",mixed,fulltext,"Given consulting-style input files and instructions, research and reason through embedded traps to produce a structured business deliverable with a defensible recommendation.","RCP tasks supply a deliberately noisy corpus where the majority of source material is irrelevant to the analytical question. The agent must filter, locate the buried qualifying detail or contradicting footnote, distinguish root drivers from outcome metrics, and present only the signal in the deliverable.",fulltext,https://api.semanticscholar.org/CorpusId:288653469
281079349,FDABench: A Benchmark for Data Agents on Analytical Queries over Heterogeneous Data,2025,13,Proceedings of the 32nd ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,in,FDABench,benchmark,mixed,single-fact-answer,multimodal-mixed,,Not stated in abstract - only that experiments reveal 'key insights and guidelines' without a specific headline number or model name.,https://github.com/fdabench/FDAbench,mixed,fully-emergent,multiple-defensible,hard,fulltext,fulltext,fulltext,fulltext,"['structured-query', 'local-retriever', 'web-search-api', 'file-reader']",listed,SQL execution; vector retrieval; web search; file system search,mixed,fulltext,"Given an analytical query, combine SQL, retrieval and web search over databases and documents to pick correct choices or write a report.","data agents that can reason over heterogeneous data (databases, documents, web content, images, videos, and audio) to answer complex analytical queries",fulltext,https://api.semanticscholar.org/CorpusId:281079349
288256030,FIKA-Bench: From Fine-grained Recognition to Fine-Grained Knowledge Acquisition,2026,0,arXiv.org,relevant,FIKA-Bench,benchmark,open-web,single-fact-answer,multimodal-image,,"Best system reaches only 25.1% accuracy, with no model exceeding 30%; specific model name not given in the abstract; no explicit human baseline given.",,adaptive,fully-emergent,single-verifiable,hard,abstract,abstract,abstract,abstract,"['web-search-api', 'web-browser', 'code-execution', 'file-reader', 'multimodal-viewer']",listed,"per agent config: read, web_fetch, exec (OpenClaw) or read, webfetch, websearch, bash, edit, write, patch, multiedit, apply_patch, skill, qwen_image (OpenCode); skills local-web-search and reverse-image-search",open-web,fulltext,"Given an image of an unfamiliar object, search for and verify matching evidence online to identify it and answer accurately.","a system must seek, verify, and use external evidence to answer open-ended fine-grained recognition questions",fulltext,https://api.semanticscholar.org/CorpusId:288256030
283449188,How Far Are We from Genuinely Useful Deep Research Agents?,2025,11,arXiv.org,in,FINDER (Fine-grained DEepResearch bench),benchmark,open-web,synthesised-report,text-web,,,,mixed,enumerable-at-start,multiple-defensible,knowable,fulltext,fulltext,abstract,abstract,"['web-search-api', 'code-execution', 'agent-choice']",partially-listed,"Evaluated systems vary: proprietary Deep Research APIs (Gemini-2.5-Pro, O3, O4-Mini, Perplexity) used with 'no tool integration' beyond built-in capability; open-source WebThinker (integrated web search); AFM (multi-agent, citation verification); agent frameworks MiroFlow (Claude-3.7-Sonnet), OWL (multi-agent, OpenAI O1), and OpenManus (gpt-4o with automated web and code-execution tools); the paper's own fact-checking evaluator separately uses Jina AI Reader for retrieval",mixed,fulltext,"Given a complex research query, the agent must produce a written research report, graded against a checklist of required facts, structure, and reasoning quality.","a fine-grained benchmark with 100 expert-curated tasks and 419 structured checklist items, enabling robust and reproducible evaluation of DRAs across various dimensions of research report generation",fulltext,https://api.semanticscholar.org/CorpusId:283449188
285276123,FIRE-Bench: Evaluating Agents on the Rediscovery of Scientific Insights,2026,17,arXiv.org,relevant,FIRE-Bench,benchmark,scientific-literature,scientific-rediscovery,not-determinable,,,,not-determinable,not-determinable,not-determinable,not-determinable,abstract,abstract,abstract,abstract,[],not-listed,,not-stated,none,,,none,https://api.semanticscholar.org/CorpusId:285276123
282102267,"FaStFACT: Faster, Stronger Long-Form Factuality Evaluations in LLMs",2025,8,Conference on Empirical Methods in Natural Language Processing,relevant,FaStFact-Bench,benchmark,open-web,verified-claim,text-web,,"FaStfact achieves the highest alignment with human evaluation and best time/token efficiency among existing baselines; no specific numeric scores or model names given in the abstract, and no explicit separate human-vs-system performance gap beyond the alignment claim.",https://github.com/Yingjia-Wan/FaStfact,independent,enumerable-at-start,set-valued,knowable,abstract,abstract,abstract,abstract,"['web-search-api', 'web-browser', 'local-retriever']",listed,Serper API (Google Search); Jina Reader API (full webpage content fetching); BM25 retriever over the scraped document knowledge base,open-web,fulltext,"Given a long LLM-generated response, break it into individual factual claims, search the web for evidence, and label each claim true or false.","decomposing text into claims, searching for evidence, and verifying claims",fulltext,https://api.semanticscholar.org/CorpusId:282102267
287201601,FactReview: Evidence-Grounded Reviews with Literature Positioning and Execution-Based Claim Verification,2026,2,arXiv.org,relevant,FactReview,benchmark,scientific-literature,not-recorded,text-web,,,,not-determinable,not-determinable,not-determinable,not-determinable,abstract,abstract,abstract,abstract,[],not-listed,,not-stated,abstract,Task cannot be determined: only the title (evidence-grounded reviews with literature positioning and execution-based claim verification) is available; no abstract or fulltext body was accessible.,,abstract,https://api.semanticscholar.org/CorpusId:287201601
281705848,ReSeek: A Self-Correcting Framework for Search Agents with Instructive Rewards,2025,9,arXiv.org,relevant,FictionalHot,benchmark,open-web,single-fact-answer,text-web,,,,adaptive,not-determinable,single-verifiable,not-determinable,abstract,abstract,abstract,abstract,"['local-retriever', 'web-search-api']",listed,"E5 dense retriever over the Wiki-18 corpus, accessed via an external retriever HTTP API returning top-3 documents (default training/eval backend, with BM25/Qwen/Conan embeddings compared in ablation); a real-world variant swaps in the Google Search API",mixed,fulltext,"Given a multi-hop question, iteratively search, judge retrieved evidence for relevance, self-correct, and answer using a reinforcement-learned policy.",ReSeek enables dynamic self-correction within search-augmented QA trajectories,fulltext,https://api.semanticscholar.org/CorpusId:281705848
280692434,FinAgentBench: A Benchmark Dataset for Agentic Retrieval in Financial Question Answering,2025,35,International Conference on AI in Finance,relevant,FinAgentBench,benchmark,enterprise-documents,set-of-entities,text-web,"two (document-type identification, then passage pinpointing)",,,fixed-chain,enumerable-at-start,single-verifiable,knowable,abstract,abstract,abstract,abstract,[],not-listed,,fixed-corpus,fulltext,"Given a financial question, first rank which SEC filing type is relevant, then rank which passages in it best answer the question.","This motivates a two-stage retrieval process—document selection followed by passage selection—which we term agentic retrieval , as it reflects the sequential reasoning steps taken by experts.",fulltext,https://api.semanticscholar.org/CorpusId:280692434
290830766,FinDeepIndicator: Benchmarking Deep Research Agents in End-to-End Financial Indicator Construction,2026,0,,in,FinDeepIndicator,benchmark,structured-database,structured-record,text-web,4,"DR agents consistently outperform search-equipped LLMs, yet remain unreliable in realistic financial analysis settings (no single numeric headline given).",,fixed-chain,enumerable-at-start,single-verifiable,knowable,abstract,abstract,abstract,abstract,"['web-search-api', 'code-execution']",listed,"Google Search API and a Python tool, used by a minimal ReAct-based Deep Research agent; a simpler LLM-with-Search baseline performs a single web search",open-web,fulltext,"Given a financial indicator query, identify its formula, retrieve the needed data from the web, compute the value, and report the answer.","identify the correct formula, retrieve data for the relevant entities and periods, and perform the calculation",fulltext,https://api.semanticscholar.org/CorpusId:290830766
282138922,FinDeepResearch: Evaluating Deep Research Agents in Rigorous Financial Analysis,2025,11,arXiv.org,in,FinDeepResearch,benchmark,mixed,synthesised-report,text-web,,"not stated as a single number in the abstract; results are reported as relative strengths/limitations across 16 methods, markets, and languages without one named top performer",https://OpenFinArena.com/,fixed-chain,enumerable-at-start,set-valued,knowable,abstract,abstract,abstract,abstract,"['web-search-api', 'code-execution', 'agent-choice']",partially-listed,"per-method API tool settings in Table 7 (e.g. Gemini tools=[google_search], Claude tools=[web_search_20250305], GPT-5 tools=[web_search], o3-deep-research tools=[web_search_preview,code_interpreter]); some commercial DR agents evaluated only via their official web interfaces with no disclosed tool API",mixed,fulltext,"Given a listed company, research its financials and produce a structured, analyst-style report scored against a fine-grained grading rubric.","progressing from data recognition to metric calculation, and finally to strategic summarization and interpretation",fulltext,https://api.semanticscholar.org/CorpusId:282138922
290842894,FinReportBench: Measuring and Improving Institution-Grade Financial Report Generation,2026,0,,in,FinReportBench,benchmark,enterprise-documents,synthesised-report,multimodal-mixed,,"Across nine model families, basic deliverability is nearly saturated while report identity and institutional completeness remain the primary bottlenecks; benchmark-guided skill distillation improves mean G1 by 33.85 points and mean G2 by 13.83 points across five model families, but no single frontier model is named as the base-benchmark headline.",https://github.com/MisterBrookT/finreportbench,not-determinable,not-determinable,open-ended,knowable,fulltext,fulltext,abstract,fulltext,[],not-listed,,not-stated,fulltext,"Given bilingual financial source records, write a financial report that meets institutional delivery standards, checked against a 35-item expert rubric.",an expert-grounded benchmark for measuring and improving institution-grade financial report generation,fulltext,https://api.semanticscholar.org/CorpusId:290842894
280416955,FinResearchBench: A Logic Tree based Agent-as-a-Judge Evaluation Framework for Financial Research Agents,2025,13,International Conference on AI in Finance,in,FinResearchBench,benchmark,scientific-literature,synthesised-report,text-web,,,,fixed-chain,enumerable-at-start,open-ended,hard,abstract,abstract,fulltext,fulltext,[],not-listed,,not-stated,fulltext,"Given a financial research topic (e.g. stock or sector analysis), produce a written investment research report, scored against an expected logic tree of claims.",we extract the research topic from each of these reports and ask the top 3 agents to generate corresponding report,fulltext,https://api.semanticscholar.org/CorpusId:280416955
